Systematic_ID,cell_n,estimate_slope,std.error_slope,statistic_slope,p.value_slope,Name,Other_names,Description,estimate_max_val,std.error_max_val,statistic_max_val,p.value_max_val,p_adj_max_val,estimate_gr,std.error_gr,statistic_gr,p.value_gr,growth_rate,p_adj_gr,estimate,std.error,statistic,p.value,p_adj
SPAC11H11.05c,10-1-7537-00005,-3.8956310679611534,2.796974104930477,-1.3928019787862804,0.22243879192367283,fta6,NA,Mis6-Sim4 complex Fta6,366.09746656661554,49.770667689953555,7.35568726638791,0.0018195143291630657,1,-3.6083664906335944,11.409066057514858,-0.3162718554212294,0.7676128280007977,0.27713371205384674,1,17.695187146181766,21.3945230222456,0.8270895839922517,0.4546718157261066,1
SPAC11H11.05c,111-3-7662-00009,2.6419753086419733,2.5805410173615178,1.0238067486109053,0.34541926972564035,fta6,NA,Mis6-Sim4 complex Fta6,389.28287924588267,31.55189748125607,12.337859536883405,6.194589474365917e-5,0.06423789284917455,3.2100777406526917,12.707359354901511,0.2526156419283518,0.8106216890812667,-0.3115189353005121,1,-3.0025422833714903,26.997366695842018,-0.11121611663829142,0.9157714980443092,1
SPAC11H11.05c,121-1-7431-00001,0.5737704918032885,1.9526510208271513,0.29384180054879283,0.7806855794260634,fta6,NA,Mis6-Sim4 complex Fta6,537.9302903099438,696.5897927030079,0.7722339545381354,0.48306813373527924,1,18.18194013586566,1155.0434209239602,0.01574134773333567,0.9881945986211402,-0.05499963109148082,1,-65.45403201476772,3312.2273301138825,-0.019761334440929586,0.9851802048278075,1
SPAC11H11.05c,125-10-7440-00001,-7.028571428571454,3.750845709625355,-1.8738631158660717,0.13423007598890327,fta6,NA,Mis6-Sim4 complex Fta6,370.4469380239867,8.328823417428943,44.477703447138445,2.5018077146848788e-5,0.02744483063009312,-0.9606383714168055,0.7462415700619224,-1.2873021417677022,0.2883137338324421,1.040974449651789,1,21.91770241567493,1.4920002483821575,14.690146626611675,6.84217969550699e-4,1
SPAC11H11.05c,128-5-7541-00005,-7.758241758241769,3.227550484955692,-2.4037553539145566,0.04720500018174868,fta6,NA,Mis6-Sim4 complex Fta6,638.3577997095883,15.99913649379325,39.89951582432181,1.656567922756562e-8,2.3606092899281008e-5,-1.3228066905224545,1.50491450058433,-0.8789912583132353,0.4132194185198584,0.7559683566500869,1,21.95388927388012,2.505392031091373,8.76265630345954,1.2235858590165644e-4,0.227219894019376
SPAC11H11.05c,129-6-7459-00002,6.33333333333334,1.822841551740392,3.474428881263142,0.010343798500566567,fta6,NA,Mis6-Sim4 complex Fta6,526.3958370680109,771.2045440253814,0.6825631943510521,0.5203505920221015,1,15.686373511118324,67.87441844632065,0.2311087722029485,0.824909632406043,-0.06374959765501002,1,-5.983279912559692,19.18267572283279,-0.3119106009511438,0.7656629710173701,1
SPAC11H11.05c,132-2-7455-00002,8.41563055062168,1.9462931656227915,4.323927504481975,0.0025326222561729353,fta6,NA,Mis6-Sim4 complex Fta6,1055.221186957152,2867.8862368051105,0.3679438791591301,0.7237890438352694,1,31.091390314494298,93.55034158167729,0.3323492975955508,0.749356113315916,-0.03216324486891203,1,7.503241219267679,169.63397240565556,0.044231949018588936,0.9659548422278371,1
SPAC11H11.05c,138-1-7478-00003,-12.393442622950776,4.601338856138932,-2.693442715355752,0.04312074593208868,fta6,NA,Mis6-Sim4 complex Fta6,613.7786289072626,15.021866203722663,40.85901316010645,2.1442107704308484e-6,0.002618081350696066,-1.6085659040302829,0.8958150468068811,-1.79564510527479,0.146981431898362,0.6216717620922382,1,12.596560128390598,1.4228384383435295,8.853120487140853,8.988759251938951e-4,1
SPAC11H11.05c,157-3-7568-00006,-5.064661654135342,1.2576396151718041,-4.027116825071916,0.002985899234146559,fta6,NA,Mis6-Sim4 complex Fta6,615.1400431467575,8.198980995938516,75.02640187255905,1.1099019103842744e-12,1.880173836190961e-9,-2.8084626367264165,1.2117574022973108,-2.317677310162902,0.049097127254657716,0.35606669176329653,1,26.096774331596006,2.6315919673218935,9.916725182192303,9.034703203960778e-6,0.017834504124618577
SPAC11H11.05c,159-4-7569-00006,-11.32080200501252,4.317734471976274,-2.6219310331584302,0.03948395633440613,fta6,NA,Mis6-Sim4 complex Fta6,411.1212974174716,17.24440790427125,23.840847403965746,2.4184854295483604e-6,0.0029481337386194515,-1.2348466220695014,0.9341242391337217,-1.3219297501739817,0.24343827064931195,0.8098171725360371,1,18.479147759917737,1.2889950447631358,14.336089060228655,2.9769556775324066e-5,0.05754455324670142
SPAC11H11.05c,161-1-7566-00006,-5.911764705882362,2.221334766085906,-2.661356944545177,0.05631065181145858,fta6,NA,Mis6-Sim4 complex Fta6,589.9502103395855,30.151613621200845,19.56612398099872,2.916670934116298e-4,0.2692087272189343,-3.2561215142367397,6.891248622101302,-0.4725009490724008,0.6688165808841777,0.3071138456067134,1,20.28943562737583,12.92294898895627,1.570031394901801,0.21443031566467807,1
SPAC11H11.05c,164-4-7540-00005,-10.61986301369861,3.812363161211067,-2.785637822165141,0.03864358487832996,fta6,NA,Mis6-Sim4 complex Fta6,455.3207117589226,33.74208646483873,13.49414809405441,1.745155682181543e-4,0.16945461673982784,-2.423243128222123,2.615042162105887,-0.9266554716925449,0.4065547515094084,0.41267010658302233,1,23.59008664061342,3.6337230634790196,6.491988032249124,0.0029032625717168355,1
SPAC11H11.05c,167-3-7508-00004,-1.4956011730205068,2.4425537425981876,-0.6123104466187137,0.5628028754772676,fta6,NA,Mis6-Sim4 complex Fta6,693.3992986390659,23.69299337258925,29.26600652500368,8.731102175735891e-7,0.0010913877719669863,-2.9346110405444343,6.037822531702955,-0.48603797563369816,0.6474919998315665,0.3407606616972579,1,28.58823136845895,17.443134513427818,1.6389388814522743,0.16215127783955727,1
SPAC11H11.05c,173-5-7510-00004,-1.0047058823529222,2.6709760796370148,-0.376156825219289,0.7222328760247408,fta6,NA,Mis6-Sim4 complex Fta6,426.1751740831597,26.199352099380278,16.26663027645025,8.357902924868668e-5,0.08558492595065516,-2.8215993188351765,9.095290359396271,-0.31022641469826245,0.7718803476480005,0.35440893160295484,1,27.587033199951684,24.038457184739208,1.1476207889691559,0.31509654521566716,1
SPAC11H11.05c,179-8-7461-00002,4.716783216783186,1.4447347665402552,3.2648091026968165,0.008504652135194492,fta6,NA,Mis6-Sim4 complex Fta6,560.0374039705822,7.127649202427734,78.57252623765898,4.434515819600823e-14,7.880134611430662e-11,1.9605982942849454,0.9977989392090976,1.964923209718992,0.08100077770456993,-0.5100483882470745,1,4.961986715351035,2.2010481588143067,2.25437444223121,0.05064001196080839,1
SPAC11H11.05c,189-1-7566-00006,-6.304347826086935,6.594927496421001,-0.9559389135829376,0.3830045728196369,fta6,NA,Mis6-Sim4 complex Fta6,478.94868738285714,14.609883520115574,32.7825123809795,5.162891991908421e-6,0.006081886766468121,-0.5595191092857619,0.6806202091382708,-0.822072430076923,0.45721319445907377,1.7872490562056431,1,9.855678844572266,1.0938633687079662,9.009972476008091,8.402489023517907e-4,1
SPAC11H11.05c,19-1-7537-00005,114.90000000000002,6.781750722132379,16.942527779002784,7.115718436923709e-5,fta6,NA,Mis6-Sim4 complex Fta6,2327.0893326277373,983.8960956533294,2.365177931804371,0.0989347820430021,1,4.604312125482504,1.3048426045631136,3.5286341121764,0.03867704928459523,-0.21718770855379535,1,7.407986879662847,3.867053741573019,1.9156669068295562,0.1512804619154669,1
SPAC11H11.05c,192-1-7431-00001,-1.9859241126071006,0.7380065230626984,-2.6909302974255467,0.024758760707479413,fta6,NA,Mis6-Sim4 complex Fta6,371.2478835675342,4.237700632004384,87.60597215474803,3.216025209864357e-13,5.550859512225881e-10,-2.2468226472563257,1.6027216219498936,-1.4018795382087688,0.19853777823243624,0.4450729572363601,1,19.585885037379555,4.115924295047289,4.758562994209427,0.0014294371549198736,1
SPAC11H11.05c,199-1-7660-00009,4.334149326805378,1.660559987997767,2.6100528485160672,0.026038430993441566,fta6,NA,Mis6-Sim4 complex Fta6,417.61619227927866,127.58824038340241,3.2731558255239106,0.009634017868678938,1,9.845505055493213,22.610092098711373,0.43544736626943426,0.6734940027881149,-0.1015691926786487,1,-11.803855436156438,19.080888984460103,-0.6186218810753398,0.55149896537781,1
SPAC11H11.05c,204-4-7457-00002,5.158823529411762,0.8814645387477015,5.852559351668207,4.200181225607852e-5,fta6,NA,Mis6-Sim4 complex Fta6,425.6124701115014,12.545342986949013,33.92593335664623,4.4745551005120393e-14,7.946809858509382e-11,4.760492103856561,1.9239361622189182,2.474350343499017,0.027905280490534277,-0.2100623167066871,1,-1.4063028651003475,2.589260162462233,-0.5431292248991453,0.596231110601799,1
SPAC11H11.05c,208-8-7461-00002,2.966101694915261,3.164834856548565,0.9372058351726972,0.37985275233462096,fta6,NA,Mis6-Sim4 complex Fta6,469.68901618905124,13.951908093913305,33.66485881554502,4.5732299432743986e-8,6.347643161264866e-5,0.9790821203816145,1.7829949073363178,0.5491222192240031,0.6027422366836128,-1.021364785632315,1,7.808196413629526,4.217585818201107,1.8513426282716148,0.11357856404728635,1
